Year;Country;Region_Code;Region_Name;Level;Indicator;Value;Data_Type;Notes
2006;SI;SI044;Obalno-kraska;3;KIS Value;29,54;Actual;
2007;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;16,88;Actual;
2007;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;10,14;Actual;
2007;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,56;Actual;
2007;HR;HR024;Brodsko-posavska županija;3;KIS Value;19,28;Actual;
2007;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;52,02;Actual;
2007;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;24,38;Actual;
2007;HR;HR027;Karlova?ka županija;3;KIS Value;22,42;Actual;
2007;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;24,5;Actual;
2007;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;63,24;Actual;
2007;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,44;Actual;
2007;HR;HR033;Zadarska zupanija;3;KIS Value;30,54;Actual;
2007;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;17,96;Actual;
2007;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;81,26;Actual;
2007;HR;HR036;Istarska zupanija;3;KIS Value;41,14;Actual;
2007;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;25,98;Actual;
2007;HR;HR050;Grad Zagreb;3;KIS Value;322,72;Actual;
2007;HR;HR061;Me?imurska županija;3;KIS Value;14,7;Actual;
2007;HR;HR062;Varaždinska županija;3;KIS Value;27,28;Actual;
2007;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;14,14;Actual;
2007;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;17,06;Actual;
2007;HR;HR065;Zagreba?ka županija;3;KIS Value;31,72;Actual;
2007;MK;MK001;Vardarski;3;KIS Value;11,8;Actual;
2007;MK;MK002;Istocen;3;KIS Value;14,88;Actual;
2007;MK;MK003;Jugozapaden;3;KIS Value;18,64;Actual;
2007;MK;MK004;Jugoistocen;3;KIS Value;11,72;Actual;
2007;MK;MK005;Pelagoniski;3;KIS Value;22,9;Actual;
2007;MK;MK006;Poloski;3;KIS Value;20,02;Actual;
2007;MK;MK007;Severoistocen;3;KIS Value;10,7;Actual;
2007;MK;MK008;Skopski;3;KIS Value;153,4;Actual;
2007;RS;RS110;?????????? ??????;3;KIS Value;614,62;Actual;
2007;RS;RS121;???????????? ??????;3;KIS Value;21,18;Actual;
2007;RS;RS122;????????????? ??????;3;KIS Value;35,7;Actual;
2007;RS;RS123;?????????? ??????;3;KIS Value;127,16;Actual;
2007;RS;RS124;??????????????? ??????;3;KIS Value;18,86;Actual;
2007;RS;RS125;???????????? ??????;3;KIS Value;31,98;Actual;
2007;RS;RS126;?????????????? ??????;3;KIS Value;22,8;Actual;
2007;RS;RS127;??????? ??????;3;KIS Value;30,12;Actual;
2007;RS;RS211;??????????? ??????;3;KIS Value;33,7;Actual;
2007;RS;RS212;?????????? ??????;3;KIS Value;17,64;Actual;
2007;RS;RS213;????????? ??????;3;KIS Value;26,7;Actual;
2007;RS;RS214;????????? ??????;3;KIS Value;23,52;Actual;
2007;RS;RS215;?????????? ??????;3;KIS Value;24,64;Actual;
2007;RS;RS216;???????? ??????;3;KIS Value;23,2;Actual;
2007;RS;RS217;????? ??????;3;KIS Value;38,88;Actual;
2007;RS;RS218;?????????? ??????;3;KIS Value;46,2;Actual;
2007;RS;RS221;?????? ??????;3;KIS Value;16,36;Actual;
2007;RS;RS222;??????????? ??????;3;KIS Value;19,72;Actual;
2007;RS;RS223;?????????? ??????;3;KIS Value;19,48;Actual;
2007;RS;RS224;?????????? ??????;3;KIS Value;27,12;Actual;
2007;RS;RS225;???????? ??????;3;KIS Value;62,9;Actual;
2007;RS;RS226;???????? ??????;3;KIS Value;11,78;Actual;
2007;RS;RS227;?????????? ??????;3;KIS Value;19,78;Actual;
2007;RS;RS228;??????? ??????;3;KIS Value;24,54;Actual;
2007;RS;RS229;???????? ??????;3;KIS Value;12;Actual;
2007;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,57;Actual;
2007;SI;SI031;Pomurska;3;KIS Value;22,04;Actual;
2007;SI;SI032;Podravska;3;KIS Value;94,48;Actual;
2007;SI;SI033;Koroska;3;KIS Value;14,3;Actual;
2007;SI;SI034;Savinjska;3;KIS Value;53,66;Actual;
2007;SI;SI035;Zasavska;3;KIS Value;10,54;Actual;
2007;SI;SI036;Posavska;3;KIS Value;14,48;Actual;
2007;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;31,36;Actual;
2007;SI;SI038;Primorsko-notranjska;3;KIS Value;9,72;Actual;
2007;SI;SI041;Osrednjeslovenska;3;KIS Value;287,6;Actual;
2007;SI;SI042;Gorenjska;3;KIS Value;40,8;Actual;
2007;SI;SI043;Goriska;3;KIS Value;26,72;Actual;
2007;SI;SI044;Obalno-kraska;3;KIS Value;30,5;Actual;
2008;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;17,82;Actual;
2008;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;10,84;Actual;
2008;HR;HR023;Požeško-slavonska županija;3;KIS Value;11,22;Actual;
2008;HR;HR024;Brodsko-posavska županija;3;KIS Value;20,26;Actual;
2008;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;53,96;Actual;
2008;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;25,18;Actual;
2008;HR;HR027;Karlova?ka županija;3;KIS Value;23;Actual;
2008;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;25,26;Actual;
2008;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;65,28;Actual;
2008;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,7;Actual;
2008;HR;HR033;Zadarska zupanija;3;KIS Value;31,62;Actual;
2008;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;18,58;Actual;
2008;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;84,24;Actual;
2008;HR;HR036;Istarska zupanija;3;KIS Value;42,74;Actual;
2008;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;26,92;Actual;
2008;HR;HR050;Grad Zagreb;3;KIS Value;330,32;Actual;
2008;HR;HR061;Me?imurska županija;3;KIS Value;15,18;Actual;
2008;HR;HR062;Varaždinska županija;3;KIS Value;28,06;Actual;
2008;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;14,64;Actual;
2008;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;17,58;Actual;
2008;HR;HR065;Zagreba?ka županija;3;KIS Value;32,52;Actual;
2008;MK;MK001;Vardarski;3;KIS Value;15,4;Actual;
2008;MK;MK002;Istocen;3;KIS Value;18,14;Actual;
2008;MK;MK003;Jugozapaden;3;KIS Value;21,76;Actual;
2008;MK;MK004;Jugoistocen;3;KIS Value;13,84;Actual;
2008;MK;MK005;Pelagoniski;3;KIS Value;25,76;Actual;
2008;MK;MK006;Poloski;3;KIS Value;23,7;Actual;
2008;MK;MK007;Severoistocen;3;KIS Value;11,86;Actual;
2008;MK;MK008;Skopski;3;KIS Value;167,22;Actual;
2008;RS;RS110;?????????? ??????;3;KIS Value;637,06;Actual;
2008;RS;RS121;???????????? ??????;3;KIS Value;21,28;Actual;
2008;RS;RS122;????????????? ??????;3;KIS Value;35,98;Actual;
2008;RS;RS123;?????????? ??????;3;KIS Value;129,02;Actual;
2008;RS;RS124;??????????????? ??????;3;KIS Value;19,74;Actual;
2008;RS;RS125;???????????? ??????;3;KIS Value;33;Actual;
2008;RS;RS126;?????????????? ??????;3;KIS Value;23,4;Actual;
2008;RS;RS127;??????? ??????;3;KIS Value;31,48;Actual;
2008;RS;RS211;??????????? ??????;3;KIS Value;33,8;Actual;
2008;RS;RS212;?????????? ??????;3;KIS Value;17,78;Actual;
2008;RS;RS213;????????? ??????;3;KIS Value;26,5;Actual;
2008;RS;RS214;????????? ??????;3;KIS Value;24,64;Actual;
2008;RS;RS215;?????????? ??????;3;KIS Value;24,58;Actual;
2008;RS;RS216;???????? ??????;3;KIS Value;24,18;Actual;
2008;RS;RS217;????? ??????;3;KIS Value;38,58;Actual;
2008;RS;RS218;?????????? ??????;3;KIS Value;47,2;Actual;
2008;RS;RS221;?????? ??????;3;KIS Value;16,64;Actual;
2008;RS;RS222;??????????? ??????;3;KIS Value;19,58;Actual;
2008;RS;RS223;?????????? ??????;3;KIS Value;19,18;Actual;
2008;RS;RS224;?????????? ??????;3;KIS Value;28,38;Actual;
2008;RS;RS225;???????? ??????;3;KIS Value;62,46;Actual;
2008;RS;RS226;???????? ??????;3;KIS Value;12,08;Actual;
2008;RS;RS227;?????????? ??????;3;KIS Value;19,54;Actual;
2008;RS;RS228;??????? ??????;3;KIS Value;23,6;Actual;
2008;RS;RS229;???????? ??????;3;KIS Value;11,98;Actual;
2008;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,56;Actual;
2008;SI;SI031;Pomurska;3;KIS Value;22,72;Actual;
2008;SI;SI032;Podravska;3;KIS Value;96,56;Actual;
2008;SI;SI033;Koroska;3;KIS Value;14,4;Actual;
2008;SI;SI034;Savinjska;3;KIS Value;55,92;Actual;
2008;SI;SI035;Zasavska;3;KIS Value;10,3;Actual;
2008;SI;SI036;Posavska;3;KIS Value;14,86;Actual;
2008;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;31,9;Actual;
2008;SI;SI038;Primorsko-notranjska;3;KIS Value;10,1;Actual;
2008;SI;SI041;Osrednjeslovenska;3;KIS Value;293,54;Actual;
2008;SI;SI042;Gorenjska;3;KIS Value;41,26;Actual;
2008;SI;SI043;Goriska;3;KIS Value;27,96;Actual;
2008;SI;SI044;Obalno-kraska;3;KIS Value;31,74;Actual;
2009;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;18,24;Actual;
2009;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;11,02;Actual;
2009;HR;HR023;Požeško-slavonska županija;3;KIS Value;11,88;Actual;
2009;HR;HR024;Brodsko-posavska županija;3;KIS Value;21,16;Actual;
2009;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;57,46;Actual;
2009;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;26,54;Actual;
2009;HR;HR027;Karlova?ka županija;3;KIS Value;25,08;Actual;
2009;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;26,66;Actual;
2009;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;68,64;Actual;
2009;HR;HR032;Licko-senjska zupanija;3;KIS Value;9,56;Actual;
2009;HR;HR033;Zadarska zupanija;3;KIS Value;32,68;Actual;
2009;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;19,8;Actual;
2009;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;85,82;Actual;
2009;HR;HR036;Istarska zupanija;3;KIS Value;44,64;Actual;
2009;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;27,38;Actual;
2009;HR;HR050;Grad Zagreb;3;KIS Value;346,32;Actual;
2009;HR;HR061;Me?imurska županija;3;KIS Value;16;Actual;
2009;HR;HR062;Varaždinska županija;3;KIS Value;29,54;Actual;
2009;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;15,58;Actual;
2009;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;18,48;Actual;
2009;HR;HR065;Zagreba?ka županija;3;KIS Value;34,96;Actual;
2009;MK;MK001;Vardarski;3;KIS Value;19,1;Actual;
2009;MK;MK002;Istocen;3;KIS Value;19,88;Actual;
2009;MK;MK003;Jugozapaden;3;KIS Value;23,76;Actual;
2009;MK;MK004;Jugoistocen;3;KIS Value;14,8;Actual;
2009;MK;MK005;Pelagoniski;3;KIS Value;29,16;Actual;
2009;MK;MK006;Poloski;3;KIS Value;29,04;Actual;
2009;MK;MK007;Severoistocen;3;KIS Value;13,22;Actual;
2009;MK;MK008;Skopski;3;KIS Value;170,62;Actual;
2009;RS;RS110;?????????? ??????;3;KIS Value;641,2;Actual;
2009;RS;RS121;???????????? ??????;3;KIS Value;21,26;Actual;
2009;RS;RS122;????????????? ??????;3;KIS Value;34,74;Actual;
2009;RS;RS123;?????????? ??????;3;KIS Value;130,18;Actual;
2009;RS;RS124;??????????????? ??????;3;KIS Value;19,24;Actual;
2009;RS;RS125;???????????? ??????;3;KIS Value;33,12;Actual;
2009;RS;RS126;?????????????? ??????;3;KIS Value;23,22;Actual;
2009;RS;RS127;??????? ??????;3;KIS Value;33,22;Actual;
2009;RS;RS211;??????????? ??????;3;KIS Value;33,24;Actual;
2009;RS;RS212;?????????? ??????;3;KIS Value;17,26;Actual;
2009;RS;RS213;????????? ??????;3;KIS Value;26,1;Actual;
2009;RS;RS214;????????? ??????;3;KIS Value;24,4;Actual;
2009;RS;RS215;?????????? ??????;3;KIS Value;24,6;Actual;
2009;RS;RS216;???????? ??????;3;KIS Value;24,3;Actual;
2009;RS;RS217;????? ??????;3;KIS Value;37,98;Actual;
2009;RS;RS218;?????????? ??????;3;KIS Value;46,66;Actual;
2009;RS;RS221;?????? ??????;3;KIS Value;16,42;Actual;
2009;RS;RS222;??????????? ??????;3;KIS Value;19,92;Actual;
2009;RS;RS223;?????????? ??????;3;KIS Value;18,74;Actual;
2009;RS;RS224;?????????? ??????;3;KIS Value;28,4;Actual;
2009;RS;RS225;???????? ??????;3;KIS Value;60,78;Actual;
2009;RS;RS226;???????? ??????;3;KIS Value;12,26;Actual;
2009;RS;RS227;?????????? ??????;3;KIS Value;19,46;Actual;
2009;RS;RS228;??????? ??????;3;KIS Value;22,3;Actual;
2009;RS;RS229;???????? ??????;3;KIS Value;11,4;Actual;
2009;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,54;Actual;
2009;SI;SI031;Pomurska;3;KIS Value;23,16;Actual;
2009;SI;SI032;Podravska;3;KIS Value;97,02;Actual;
2009;SI;SI033;Koroska;3;KIS Value;14,3;Actual;
2009;SI;SI034;Savinjska;3;KIS Value;56,88;Actual;
2009;SI;SI035;Zasavska;3;KIS Value;10,5;Actual;
2009;SI;SI036;Posavska;3;KIS Value;15,26;Actual;
2009;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;31,84;Actual;
2009;SI;SI038;Primorsko-notranjska;3;KIS Value;9,82;Actual;
2009;SI;SI041;Osrednjeslovenska;3;KIS Value;301,46;Actual;
2009;SI;SI042;Gorenjska;3;KIS Value;41,32;Actual;
2009;SI;SI043;Goriska;3;KIS Value;28,6;Actual;
2009;SI;SI044;Obalno-kraska;3;KIS Value;32,98;Actual;
2010;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;20,04;Actual;
2010;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;10,84;Actual;
2010;HR;HR023;Požeško-slavonska županija;3;KIS Value;11,74;Actual;
2010;HR;HR024;Brodsko-posavska županija;3;KIS Value;20,66;Actual;
2010;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;51,86;Actual;
2010;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;26,32;Actual;
2010;HR;HR027;Karlova?ka županija;3;KIS Value;24,18;Actual;
2010;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;26,3;Actual;
2010;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;69,28;Actual;
2010;HR;HR032;Licko-senjska zupanija;3;KIS Value;9,28;Actual;
2010;HR;HR033;Zadarska zupanija;3;KIS Value;32,6;Actual;
2010;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;19,12;Actual;
2010;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;87,16;Actual;
2010;HR;HR036;Istarska zupanija;3;KIS Value;45,46;Actual;
2010;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;28,54;Actual;
2010;HR;HR050;Grad Zagreb;3;KIS Value;354,32;Actual;
2010;HR;HR061;Me?imurska županija;3;KIS Value;15,22;Actual;
2010;HR;HR062;Varaždinska županija;3;KIS Value;29,48;Actual;
2010;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;15,28;Actual;
2010;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;18,26;Actual;
2010;HR;HR065;Zagreba?ka županija;3;KIS Value;34,7;Actual;
2010;MK;MK001;Vardarski;3;KIS Value;17,58;Actual;
2010;MK;MK002;Istocen;3;KIS Value;21,82;Actual;
2010;MK;MK003;Jugozapaden;3;KIS Value;35,96;Actual;
2010;MK;MK004;Jugoistocen;3;KIS Value;18,34;Actual;
2010;MK;MK005;Pelagoniski;3;KIS Value;29,16;Actual;
2010;MK;MK006;Poloski;3;KIS Value;34,18;Actual;
2010;MK;MK007;Severoistocen;3;KIS Value;18,06;Actual;
2010;MK;MK008;Skopski;3;KIS Value;144,52;Actual;
2010;RS;RS110;?????????? ??????;3;KIS Value;649,64;Actual;
2010;RS;RS121;???????????? ??????;3;KIS Value;21,26;Actual;
2010;RS;RS122;????????????? ??????;3;KIS Value;34,94;Actual;
2010;RS;RS123;?????????? ??????;3;KIS Value;132,08;Actual;
2010;RS;RS124;??????????????? ??????;3;KIS Value;19,22;Actual;
2010;RS;RS125;???????????? ??????;3;KIS Value;33,02;Actual;
2010;RS;RS126;?????????????? ??????;3;KIS Value;23,28;Actual;
2010;RS;RS127;??????? ??????;3;KIS Value;33,42;Actual;
2010;RS;RS211;??????????? ??????;3;KIS Value;32,06;Actual;
2010;RS;RS212;?????????? ??????;3;KIS Value;17,3;Actual;
2010;RS;RS213;????????? ??????;3;KIS Value;26,02;Actual;
2010;RS;RS214;????????? ??????;3;KIS Value;24,74;Actual;
2010;RS;RS215;?????????? ??????;3;KIS Value;24,12;Actual;
2010;RS;RS216;???????? ??????;3;KIS Value;24,76;Actual;
2010;RS;RS217;????? ??????;3;KIS Value;38,78;Actual;
2010;RS;RS218;?????????? ??????;3;KIS Value;48,56;Actual;
2010;RS;RS221;?????? ??????;3;KIS Value;16,4;Actual;
2010;RS;RS222;??????????? ??????;3;KIS Value;21,26;Actual;
2010;RS;RS223;?????????? ??????;3;KIS Value;19,44;Actual;
2010;RS;RS224;?????????? ??????;3;KIS Value;29,3;Actual;
2010;RS;RS225;???????? ??????;3;KIS Value;61,16;Actual;
2010;RS;RS226;???????? ??????;3;KIS Value;13,92;Actual;
2010;RS;RS227;?????????? ??????;3;KIS Value;20,02;Actual;
2010;RS;RS228;??????? ??????;3;KIS Value;23,06;Actual;
2010;RS;RS229;???????? ??????;3;KIS Value;11,92;Actual;
2010;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,53;Actual;
2010;SI;SI031;Pomurska;3;KIS Value;23,62;Actual;
2010;SI;SI032;Podravska;3;KIS Value;99,06;Actual;
2010;SI;SI033;Koroska;3;KIS Value;14,88;Actual;
2010;SI;SI034;Savinjska;3;KIS Value;56,54;Actual;
2010;SI;SI035;Zasavska;3;KIS Value;10,6;Actual;
2010;SI;SI036;Posavska;3;KIS Value;15,44;Actual;
2010;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;32,5;Actual;
2010;SI;SI038;Primorsko-notranjska;3;KIS Value;9,92;Actual;
2010;SI;SI041;Osrednjeslovenska;3;KIS Value;304,42;Actual;
2010;SI;SI042;Gorenjska;3;KIS Value;43,64;Actual;
2010;SI;SI043;Goriska;3;KIS Value;29,18;Actual;
2010;SI;SI044;Obalno-kraska;3;KIS Value;34,12;Actual;
2011;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;17,4;Actual;
2011;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;10,52;Actual;
2011;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,66;Actual;
2011;HR;HR024;Brodsko-posavska županija;3;KIS Value;19,5;Actual;
2011;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;48,76;Actual;
2011;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;24,8;Actual;
2011;HR;HR027;Karlova?ka županija;3;KIS Value;22,42;Actual;
2011;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;24,86;Actual;
2011;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;63,88;Actual;
2011;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,34;Actual;
2011;HR;HR033;Zadarska zupanija;3;KIS Value;31,62;Actual;
2011;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;17,94;Actual;
2011;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;84,34;Actual;
2011;HR;HR036;Istarska zupanija;3;KIS Value;42,68;Actual;
2011;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;26,94;Actual;
2011;HR;HR050;Grad Zagreb;3;KIS Value;338,9;Actual;
2011;HR;HR061;Me?imurska županija;3;KIS Value;15,1;Actual;
2011;HR;HR062;Varaždinska županija;3;KIS Value;27,52;Actual;
2011;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;14,42;Actual;
2011;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;17,28;Actual;
2011;HR;HR065;Zagreba?ka županija;3;KIS Value;31,92;Actual;
2011;MK;MK001;Vardarski;3;KIS Value;17,54;Actual;
2011;MK;MK002;Istocen;3;KIS Value;20,68;Actual;
2011;MK;MK003;Jugozapaden;3;KIS Value;37,3;Actual;
2011;MK;MK004;Jugoistocen;3;KIS Value;18,48;Actual;
2011;MK;MK005;Pelagoniski;3;KIS Value;26,8;Actual;
2011;MK;MK006;Poloski;3;KIS Value;35,52;Actual;
2011;MK;MK007;Severoistocen;3;KIS Value;19,94;Actual;
2011;MK;MK008;Skopski;3;KIS Value;155,3;Actual;
2011;RS;RS110;?????????? ??????;3;KIS Value;657,6;Actual;
2011;RS;RS121;???????????? ??????;3;KIS Value;20,3;Actual;
2011;RS;RS122;????????????? ??????;3;KIS Value;36,22;Actual;
2011;RS;RS123;?????????? ??????;3;KIS Value;134,46;Actual;
2011;RS;RS124;??????????????? ??????;3;KIS Value;19,96;Actual;
2011;RS;RS125;???????????? ??????;3;KIS Value;33,08;Actual;
2011;RS;RS126;?????????????? ??????;3;KIS Value;23,08;Actual;
2011;RS;RS127;??????? ??????;3;KIS Value;33,28;Actual;
2011;RS;RS211;??????????? ??????;3;KIS Value;31,34;Actual;
2011;RS;RS212;?????????? ??????;3;KIS Value;17,32;Actual;
2011;RS;RS213;????????? ??????;3;KIS Value;26,6;Actual;
2011;RS;RS214;????????? ??????;3;KIS Value;23,26;Actual;
2011;RS;RS215;?????????? ??????;3;KIS Value;24,48;Actual;
2011;RS;RS216;???????? ??????;3;KIS Value;23,92;Actual;
2011;RS;RS217;????? ??????;3;KIS Value;39,36;Actual;
2011;RS;RS218;?????????? ??????;3;KIS Value;49,74;Actual;
2011;RS;RS221;?????? ??????;3;KIS Value;16,94;Actual;
2011;RS;RS222;??????????? ??????;3;KIS Value;22,18;Actual;
2011;RS;RS223;?????????? ??????;3;KIS Value;19,36;Actual;
2011;RS;RS224;?????????? ??????;3;KIS Value;29,26;Actual;
2011;RS;RS225;???????? ??????;3;KIS Value;61,96;Actual;
2011;RS;RS226;???????? ??????;3;KIS Value;14,24;Actual;
2011;RS;RS227;?????????? ??????;3;KIS Value;20,82;Actual;
2011;RS;RS228;??????? ??????;3;KIS Value;23,58;Actual;
2011;RS;RS229;???????? ??????;3;KIS Value;11,56;Actual;
2011;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,54;Actual;
2011;SI;SI031;Pomurska;3;KIS Value;24,1;Actual;
2011;SI;SI032;Podravska;3;KIS Value;100,14;Actual;
2011;SI;SI033;Koroska;3;KIS Value;14,62;Actual;
2011;SI;SI034;Savinjska;3;KIS Value;56,76;Actual;
2011;SI;SI035;Zasavska;3;KIS Value;11,02;Actual;
2011;SI;SI036;Posavska;3;KIS Value;14,76;Actual;
2011;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;31,72;Actual;
2011;SI;SI038;Primorsko-notranjska;3;KIS Value;9,84;Actual;
2011;SI;SI041;Osrednjeslovenska;3;KIS Value;306,7;Actual;
2011;SI;SI042;Gorenjska;3;KIS Value;44,48;Actual;
2011;SI;SI043;Goriska;3;KIS Value;29,56;Actual;
2011;SI;SI044;Obalno-kraska;3;KIS Value;34,5;Actual;
2012;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;20,26;Actual;
2012;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;10,1;Actual;
2012;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,64;Actual;
2012;HR;HR024;Brodsko-posavska županija;3;KIS Value;19,7;Actual;
2012;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;50,16;Actual;
2012;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;25,38;Actual;
2012;HR;HR027;Karlova?ka županija;3;KIS Value;23,08;Actual;
2012;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;25,2;Actual;
2012;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;66,3;Actual;
2012;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,64;Actual;
2012;HR;HR033;Zadarska zupanija;3;KIS Value;32,16;Actual;
2012;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;18,64;Actual;
2012;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;86,36;Actual;
2012;HR;HR036;Istarska zupanija;3;KIS Value;42,88;Actual;
2012;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;27,34;Actual;
2012;HR;HR050;Grad Zagreb;3;KIS Value;339,48;Actual;
2012;HR;HR061;Me?imurska županija;3;KIS Value;16,08;Actual;
2012;HR;HR062;Varaždinska županija;3;KIS Value;27,92;Actual;
2012;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;14,82;Actual;
2012;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;17,7;Actual;
2012;HR;HR065;Zagreba?ka županija;3;KIS Value;32,16;Actual;
2012;MK;MK001;Vardarski;3;KIS Value;16,72;Actual;
2012;MK;MK002;Istocen;3;KIS Value;22,66;Actual;
2012;MK;MK003;Jugozapaden;3;KIS Value;31,26;Actual;
2012;MK;MK004;Jugoistocen;3;KIS Value;19,02;Actual;
2012;MK;MK005;Pelagoniski;3;KIS Value;31,52;Actual;
2012;MK;MK006;Poloski;3;KIS Value;31,24;Actual;
2012;MK;MK007;Severoistocen;3;KIS Value;19,64;Actual;
2012;MK;MK008;Skopski;3;KIS Value;167,72;Actual;
2012;RS;RS110;?????????? ??????;3;KIS Value;680,74;Actual;
2012;RS;RS121;???????????? ??????;3;KIS Value;20,3;Actual;
2012;RS;RS122;????????????? ??????;3;KIS Value;36,66;Actual;
2012;RS;RS123;?????????? ??????;3;KIS Value;137,74;Actual;
2012;RS;RS124;??????????????? ??????;3;KIS Value;19,58;Actual;
2012;RS;RS125;???????????? ??????;3;KIS Value;32,84;Actual;
2012;RS;RS126;?????????????? ??????;3;KIS Value;23,54;Actual;
2012;RS;RS127;??????? ??????;3;KIS Value;33,74;Actual;
2012;RS;RS211;??????????? ??????;3;KIS Value;31;Actual;
2012;RS;RS212;?????????? ??????;3;KIS Value;17,62;Actual;
2012;RS;RS213;????????? ??????;3;KIS Value;27,34;Actual;
2012;RS;RS214;????????? ??????;3;KIS Value;23,84;Actual;
2012;RS;RS215;?????????? ??????;3;KIS Value;25,46;Actual;
2012;RS;RS216;???????? ??????;3;KIS Value;24,4;Actual;
2012;RS;RS217;????? ??????;3;KIS Value;41,14;Actual;
2012;RS;RS218;?????????? ??????;3;KIS Value;50,26;Actual;
2012;RS;RS221;?????? ??????;3;KIS Value;16,8;Actual;
2012;RS;RS222;??????????? ??????;3;KIS Value;22,68;Actual;
2012;RS;RS223;?????????? ??????;3;KIS Value;19,72;Actual;
